key,cluster,description,label,new_label
"determinant (or ""absolute value"")",48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
hyperdeterminant,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
matrix,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
matrices,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
subspaces,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
determinants,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
determinantal,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
convolutional,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
subspace estimation,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
matrix method,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
discriminant,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
determinant,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
response matrix (or Dirichlet-to-Neumann map),48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
discriminants,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
reduced subspace,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
matrix pencil,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
discriminant function,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
determinant (symmetric matrix),48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
subspace,48,"A mathematical discipline focused on the study of matrices, vectors, and their relationships, encompassing topics such as systems of linear equations, orthogonalization, subspace invariance, determinants, matrix factorizations, and subspace estimation.",Linear Algebra,Linear Algebra_48
